Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Bin 18,Bin 19,Bin 20,Bin 21,Bin 22,Bin 23,Bin 24,Bin 25,Bin 26,Bin 27,Bin 28,Bin 29,Bin 30,Bin 31,Bin 32,Bin 33,Bin 34,Bin 35,Bin 36,Bin 37,Bin 38,Bin 39,Bin 40,Bin 41,Bin 42,Bin 43,Bin 44,Bin 45,Bin 46,Bin 47,Bin 48,Bin 49,Bin 50,Bin 51,Bin 52,Bin 53,Bin 54,Bin 55,Bin 56,Bin 57,Bin 58,Bin 59,Bin 60,Label
6.567022,19.987700,13.501242,8.336441,10.099705,9.784371,9.227511,9.588170,7.025083,20.405933,15.810137,15.939118,20.288881,17.845812,10.147954,7.948842,10.985842,16.633444,17.896179,13.508354,18.539448,20.099014,21.116119,19.180391,20.396721,14.545545,18.883890,16.343552,18.817451,20.135426,20.391947,19.834753,18.867735,20.374657,15.906425,15.604622,20.300140,19.267391,17.481928,15.629849,14.898264,17.165579,16.495445,13.865955,17.678434,18.355026,13.051892,15.163918,13.144119,9.674806,11.732494,13.726084,13.175585,11.170835,14.375939,10.948170,9.398607,9.214578,5.678684,6.835792,Flat
9.691056,19.792683,13.896199,9.748745,11.411129,8.679029,8.162914,8.778244,7.984834,18.718819,16.176254,15.905160,18.436422,11.866467,8.128593,8.343594,10.777836,16.222126,18.574444,14.181720,19.652868,21.609333,22.145298,19.183592,15.579670,10.724010,19.157272,16.688406,19.239891,20.286310,21.661249,19.186310,19.667755,17.518490,14.948870,14.849098,19.397705,18.499422,20.465370,20.657942,18.629105,19.842068,16.070393,12.279356,16.071487,17.540192,19.058006,14.136767,14.047851,18.422583,13.080227,13.063354,13.103463,11.252949,13.858854,12.493660,11.896978,10.763871,11.716290,11.099584,Flat
10.531115,18.978382,15.474943,10.893046,9.954159,5.598471,1.782240,0.000000,4.623616,19.990475,15.833193,14.374075,17.876976,9.319283,8.224400,5.021058,0.000000,14.960938,17.406654,15.220129,21.595695,21.213459,12.666004,10.969618,8.837679,10.836835,19.007763,16.657570,21.617746,19.962776,20.959276,19.220951,12.195019,9.814011,13.689598,14.609211,21.543934,20.242283,19.976414,19.164936,19.469179,21.583849,15.124907,14.943058,17.790607,17.659485,12.077472,11.470539,12.069267,17.030617,20.106304,14.916580,11.967375,9.428659,13.245340,10.869246,11.313082,9.872619,12.627838,13.868086,Flat
15.680700,16.999634,14.714020,15.729110,11.117357,8.654588,7.698249,11.200378,12.837301,18.234558,15.187899,18.917522,18.696892,19.593098,18.706482,18.645561,12.880480,16.416256,18.499123,16.374018,19.477005,20.483589,20.598907,21.231766,20.603428,16.030476,16.534281,17.152548,18.357029,20.530581,18.284201,17.140034,14.332788,14.004507,15.475296,15.848260,19.353119,19.014385,13.185886,12.082641,11.858173,9.298248,12.005808,14.030288,17.561340,12.796045,13.639459,11.505704,10.181222,7.217159,6.083154,8.461124,13.003036,13.568314,13.807292,7.213382,2.022936,0.000000,0.000000,0.000000,Flat
14.577665,16.616392,13.917104,10.477446,10.634817,8.114433,8.272982,1.414213,6.671840,18.316772,15.480147,17.668312,18.608744,13.072626,9.026981,10.550238,9.622333,15.823605,16.352259,16.355082,20.085482,20.722488,18.431234,14.019510,11.087978,12.795372,15.598177,15.915117,21.049500,20.765865,20.112005,19.094585,17.771152,17.170685,12.088010,15.690567,21.253063,20.457619,19.689686,17.220829,16.936871,18.726511,16.963131,14.256525,17.617380,20.092476,14.874522,11.809431,8.957932,11.158207,14.351586,13.699395,13.384074,9.822628,12.801769,12.271257,10.600342,9.610578,10.600239,12.398818,Flat
14.879549,17.270887,14.841277,10.878056,11.384568,9.335579,9.653240,8.292592,8.168021,18.388731,15.924185,18.958679,18.962002,13.466125,9.333395,10.325058,10.612921,16.117046,17.672087,18.462835,19.693521,19.967773,19.620878,20.835560,16.652428,12.086879,17.387417,17.018675,18.550060,20.888880,20.554707,20.826897,20.832943,21.949846,14.080463,15.382986,20.144180,19.626776,20.368883,21.038090,19.598936,22.193844,17.073826,13.367035,16.898241,18.538309,13.991849,10.709631,8.781701,15.215187,18.405668,13.996590,13.219410,9.989212,14.509003,11.470156,9.210782,9.359258,10.350623,13.053310,Flat
14.879549,17.270887,14.841277,10.878056,11.384568,9.335579,9.653240,8.292592,8.168021,18.388731,15.924185,18.958679,18.962002,13.466125,9.333395,10.325058,10.612921,16.117046,17.672087,18.462835,19.693521,19.967773,19.620878,20.835560,16.652428,12.086879,17.387417,17.018675,18.550060,20.888880,20.554707,20.826897,20.832943,21.949846,14.080463,15.382986,20.144180,19.626776,20.368883,21.038090,19.598936,22.193844,17.073826,13.367035,16.898241,18.538309,13.991849,10.709631,8.781701,15.215187,18.405668,13.996590,13.219410,9.989212,14.509003,11.470156,9.210782,9.359258,10.350623,13.053310,Flat
13.104591,18.817865,10.836825,9.444240,10.643139,8.021770,8.565767,8.083843,6.691934,18.189852,15.558640,19.541027,19.711422,11.943340,8.162020,9.954384,10.340425,17.179604,15.478367,19.644175,19.499037,20.346962,21.230999,19.750042,16.391539,13.717859,17.780308,17.785122,20.005947,21.664957,18.415386,19.155676,19.871782,19.742640,14.454611,14.575016,19.660877,20.300016,21.615429,18.509081,16.711718,19.339262,15.881134,13.016747,15.494974,17.794521,12.660244,9.021883,9.463478,11.630341,13.689938,13.459538,11.585711,10.131933,13.024744,9.191257,9.678453,11.201161,11.517952,10.793507,Flat
13.500786,16.400639,15.859474,9.511159,9.613169,10.134653,10.417844,10.540885,10.177665,17.017895,16.281355,16.866594,20.370934,17.868898,11.204902,9.725979,11.057928,15.614571,16.765989,17.861233,19.280626,21.197582,20.924957,21.149319,19.976305,15.073381,15.998372,15.428265,20.233208,19.223677,20.306427,20.826572,21.339455,19.293274,14.909666,15.838491,18.687843,19.551458,19.708372,19.714222,20.561808,19.053923,16.881107,14.071295,16.705696,20.074013,14.443057,10.776394,7.196915,8.629921,13.156145,13.676058,15.890630,13.852502,13.645020,11.669743,9.267721,8.654957,9.716612,11.093600,Flat
8.440202,19.606812,13.787937,9.618734,8.157332,10.298826,8.360062,9.818441,9.408388,20.124687,14.072071,20.588306,22.350994,20.754215,19.375549,19.544672,13.993508,17.936256,17.150080,17.833290,21.027786,19.930147,21.201735,19.718884,20.220123,13.997485,20.088385,15.541108,20.383858,23.287033,19.816675,19.471085,18.872696,17.939728,16.646395,14.444530,19.300192,20.720999,14.441883,12.687651,11.323127,7.546911,14.985998,13.875297,17.549015,14.898401,13.329570,13.260891,11.313092,10.098243,9.391411,10.047661,15.879477,11.356520,13.906775,8.495825,4.942293,11.370539,6.097782,0.000000,Flat
9.042027,19.724373,13.596529,12.425488,10.403681,10.072901,9.915603,5.691498,3.941229,19.858650,15.317227,19.587826,20.820240,18.965769,11.350574,11.591740,8.961855,17.392855,16.970121,17.503654,19.847218,19.437641,20.870258,18.550713,12.705776,14.254173,16.728052,15.177563,20.213127,18.267464,20.856504,20.668596,18.220310,18.690897,15.609596,12.917747,21.229118,22.646540,19.629189,19.341911,17.066505,16.871843,20.259741,12.222783,16.583118,19.926830,17.610485,12.344590,9.175137,11.496146,17.372549,13.428383,14.512304,11.934998,13.395931,12.562303,11.419276,9.750060,10.715797,12.497663,Flat
10.598845,18.612640,13.262724,10.379835,11.703569,6.846644,3.671202,0.000000,4.380940,20.032900,13.664447,16.793829,19.968872,11.567441,9.387190,9.730665,2.931175,15.276588,19.220463,17.251390,20.949873,21.020426,16.602882,10.517809,10.964737,14.518110,16.871904,16.725595,21.170328,21.656639,21.170593,20.877800,17.387274,11.540549,12.015784,14.413200,19.973866,23.155634,19.181179,19.260702,21.232189,20.656927,15.195639,12.454180,10.678631,9.879807,10.329574,10.529684,12.501239,16.973881,19.945221,11.942094,10.053072,10.812510,10.262165,8.216562,11.297186,9.722338,12.172233,14.543987,Flat
7.228369,20.646084,11.465912,11.358343,10.998761,10.250846,11.418281,11.328152,8.172638,20.836905,17.191994,18.646805,20.073021,17.968586,12.742261,9.913543,9.961172,17.496048,18.055470,17.181499,19.402527,17.774847,21.483982,18.703077,18.620321,15.096561,20.197634,15.993814,18.366104,20.678968,19.855478,18.871037,16.509668,16.105465,18.652479,15.342856,20.533573,20.878130,19.790052,15.012836,15.642248,10.969322,15.956615,13.924246,16.509718,20.175827,14.379539,14.616943,12.961184,12.916688,12.509002,12.355440,13.941721,12.403187,14.216405,11.485677,9.781661,10.158873,7.292952,3.387055,Flat
12.894333,17.657791,13.682682,12.744063,11.557229,9.906481,10.124200,9.739187,10.558990,18.602118,14.199772,16.566751,19.925434,20.042297,10.844946,7.180151,10.224104,17.255301,17.824995,16.068054,19.436747,18.427349,21.130957,19.667377,20.176989,14.733480,18.281813,16.695477,20.936747,21.549603,17.889507,17.916674,19.355114,19.979645,16.215246,16.292530,20.748451,20.693047,19.404064,16.544823,12.667746,18.066246,16.539045,12.031651,16.539089,18.859442,14.319834,12.427675,13.169878,12.968072,11.375692,13.954321,12.097674,12.712663,13.879672,12.032088,9.840240,10.199129,7.646436,9.021036,Flat
9.586088,17.518709,17.660675,13.224945,11.230305,7.685956,8.559080,1.414213,4.999496,18.854511,16.275965,17.186119,20.924603,14.022732,9.518362,10.731157,9.109952,16.262674,17.261425,17.438847,19.751675,18.808674,19.436300,13.068871,11.077847,14.014272,17.919697,15.640059,19.712532,20.093231,20.728479,19.640146,18.617645,18.662331,13.668153,14.012613,21.091440,20.270294,21.046604,18.083496,16.907980,19.363934,15.691885,12.095704,15.979110,16.015327,15.441576,13.094563,9.933342,16.194950,17.854691,13.271499,14.590212,11.320665,17.288994,12.573633,11.893064,13.103828,10.448390,12.576974,Flat
8.314854,18.354031,12.592136,8.352038,10.921073,8.849347,8.909628,10.131693,7.847545,19.450394,13.948673,17.014526,19.496601,16.083134,7.910506,7.640774,10.044805,16.984386,15.966656,13.457902,19.313562,20.842632,21.191757,19.588034,20.276695,14.040154,15.363913,14.041924,17.910990,21.986965,21.000164,19.164568,18.389332,17.444601,15.704858,14.036928,16.325493,18.720917,19.132965,18.925268,17.613314,17.292606,15.245697,13.018882,15.255123,16.776821,16.011522,10.077535,7.258797,9.387075,11.137634,13.258879,15.110548,8.750052,13.137273,12.212544,8.472539,9.947238,9.448994,10.408902,Flat
10.720436,19.809477,12.480999,11.239314,10.188687,7.969407,6.883141,1.414213,4.759226,19.680635,14.034615,18.288105,15.946567,11.491067,9.978152,9.994576,9.048523,17.176226,16.364023,18.137337,18.636347,20.369923,19.018150,11.377342,10.321336,13.582623,17.564997,13.936622,19.034883,20.481447,18.869312,19.205524,19.020800,16.152468,14.951180,12.344707,19.062170,19.684441,19.479038,19.622723,17.734686,16.722830,16.315853,14.088342,14.712587,18.497112,17.327295,16.469343,15.488370,16.257051,17.172876,15.563471,15.310373,11.899481,12.924626,9.336212,7.792973,9.968870,10.748180,12.597359,Flat
11.795379,15.714730,13.787138,10.409156,11.163451,11.164573,12.452106,10.798174,10.696885,19.314800,13.627832,20.681499,20.997494,20.886421,14.713337,15.242803,15.438116,17.022511,17.089672,15.800261,20.825150,21.446238,21.937517,20.615385,18.420219,18.349804,18.124580,14.436816,18.713539,22.609617,21.112785,21.012207,19.446077,16.278639,14.565495,16.573700,18.113758,19.178125,18.219784,12.461074,10.923217,11.823949,13.537143,13.012860,15.729280,16.999029,12.428776,13.175278,12.576237,9.165081,8.258549,7.545660,13.779414,8.209195,12.887300,11.186451,8.349777,1.441993,0.000000,0.000000,Flat
12.473913,17.423313,12.632573,12.527733,11.243195,9.573744,9.344725,8.429764,9.283380,18.229168,14.897526,19.205359,19.638332,17.732925,9.192137,7.184007,10.502723,17.056458,16.482189,18.438602,19.142826,19.959572,20.965052,20.772636,21.454931,16.196188,18.914717,17.222851,20.200232,19.732775,21.010155,20.890219,20.771820,19.761806,16.917343,15.481300,20.920109,19.628952,18.803226,16.969637,12.143993,16.643356,16.402138,15.346189,16.942631,15.674797,11.996424,10.971908,12.154531,11.371039,12.645250,13.312262,14.110498,10.055645,13.323007,9.005723,9.238078,6.246731,7.179506,5.555024,Flat
10.338554,18.865705,15.701293,11.211787,10.611510,7.809954,8.528149,6.957352,6.967295,19.915827,17.990864,16.712107,17.475384,12.692620,8.517290,9.073216,10.557619,17.770275,18.833145,14.485041,17.610109,18.156689,17.329412,16.553991,14.561565,11.887010,19.703491,14.597792,18.662077,17.746807,16.121674,18.884768,17.966053,16.884182,13.207308,13.395873,19.420692,16.548679,16.274984,18.222197,17.097075,16.922611,15.534863,11.238332,14.783372,18.047655,12.600288,10.528752,9.104223,9.825001,11.072865,13.716614,13.970564,10.617493,13.175577,11.334994,9.723343,8.645861,6.807211,7.760094,Flat
12.175524,19.670176,13.590508,9.053405,10.422476,10.037969,10.375816,10.283832,9.961556,20.162132,14.665585,18.996843,19.791054,20.103682,12.907108,9.729823,11.282450,17.165897,17.457119,18.221283,19.980747,18.897873,20.928539,20.128403,18.966782,13.846369,16.882151,14.385201,19.231647,19.984852,22.957457,20.897102,19.356724,17.243353,14.286306,14.918435,19.186975,19.731089,22.383936,22.051146,20.275259,19.195396,15.360053,14.815854,17.010033,20.557358,19.372099,14.542524,9.654085,9.752970,11.226978,14.506506,12.429964,11.002102,13.319948,12.273333,12.205992,11.074938,10.003643,8.786903,Flat
9.277534,18.638290,14.592776,11.988807,10.258039,10.370872,9.713545,9.203772,5.715823,21.524887,13.835860,21.363344,21.394640,20.877377,12.929375,9.749882,11.298990,19.203077,17.603962,20.529552,21.650740,20.330017,21.383997,20.660538,18.418766,13.099758,19.479195,16.479555,20.502527,21.027685,20.842413,21.352219,21.020382,17.966690,15.585661,14.368974,19.194349,17.791647,18.845251,18.414497,18.332905,21.179415,15.454803,14.044786,14.238249,19.380924,15.919011,10.441401,6.866833,6.215734,10.218557,13.661708,15.415977,11.247595,13.532718,12.495118,9.097071,7.714847,7.566292,7.917844,Flat
6.967756,16.825535,11.756571,10.348002,10.214131,10.492205,12.032387,11.020717,8.379558,18.428434,15.681470,19.307634,18.681635,19.112366,10.293933,14.681240,9.942564,15.364915,16.813814,19.998524,20.188108,18.788589,19.136106,18.859415,20.318951,14.542247,17.864986,16.107185,20.625154,21.294201,16.228783,17.354355,19.880272,15.437357,15.256155,16.486671,18.984861,20.158438,18.158800,17.366062,11.143256,9.310861,16.467922,13.751482,19.067423,19.985226,13.678502,10.054368,10.172264,12.563395,11.989937,10.248942,10.223862,7.947896,12.500568,11.787354,9.701283,7.859194,3.497328,0.000000,Flat
7.923158,18.622614,16.108027,8.855731,10.473280,7.627619,5.742146,3.406122,2.940726,18.220325,18.466208,14.101976,17.603252,10.937386,10.074423,11.702626,9.756031,15.778957,20.029127,16.056902,19.606028,19.724035,19.742861,10.561825,12.231158,12.689104,18.382746,16.828484,19.730667,20.465603,21.892614,21.653893,21.399033,19.563980,13.197237,16.134249,18.739567,17.089333,18.791611,21.187731,20.987152,20.721277,16.048496,12.450692,16.610996,19.237957,14.812929,12.845875,13.120701,10.432741,10.994185,13.573278,11.428643,10.527621,13.868484,12.409247,13.216562,11.904510,9.974197,10.403510,Flat
7.953206,17.683086,11.109214,10.661757,9.038717,8.941257,8.492779,8.667891,9.941512,20.440994,15.340288,20.545435,19.462311,20.623711,20.047726,20.382517,16.822144,17.254585,17.215965,18.807640,20.485500,20.204062,18.637589,21.224007,19.618229,14.583283,18.771482,16.076271,19.986830,21.433304,20.308987,18.995079,18.288372,13.056504,14.920368,15.881600,18.152670,19.402758,16.465521,12.236060,10.640385,12.115088,12.205001,13.321665,16.818941,17.322910,13.731280,13.332921,11.027040,9.001553,7.241603,8.561868,12.932899,9.668304,14.325068,10.257321,5.266104,0.000000,0.000000,0.000000,Flat
7.168282,20.882090,16.848633,9.512219,9.993153,9.527154,9.452930,10.428055,8.987818,18.794498,19.198660,13.238660,19.656250,17.941622,11.546393,9.480537,11.448509,14.991491,19.139275,12.471681,18.611225,19.364182,19.985228,19.276165,16.935736,13.219244,15.821184,13.360001,19.912502,19.059681,21.115419,20.018316,19.896748,17.116739,13.054305,14.804764,17.186064,21.197332,20.418499,18.696539,20.255354,19.342224,15.448177,11.720186,15.149691,17.750214,18.090359,12.098865,10.148804,16.194693,13.862734,14.616058,12.239182,11.405638,12.548006,11.710773,10.157228,10.181951,10.492186,11.887070,Flat
14.535430,17.697620,14.687204,8.483467,11.221007,9.060667,9.996870,6.510543,5.890904,19.640392,15.065830,13.851309,18.016514,13.088066,8.849030,10.730094,9.980631,16.986977,15.975927,16.985271,19.339575,20.062143,18.287394,17.525318,11.573507,13.051945,16.555063,14.933005,19.131824,20.581303,19.624903,19.397224,17.198900,17.191730,12.782816,12.436778,19.926483,19.863491,19.175346,18.042034,18.646526,18.902607,16.314558,13.405493,15.305478,17.940544,13.237564,10.260397,12.240332,14.119925,15.182063,13.924780,16.278927,9.654456,12.808485,10.490456,9.769332,10.424394,10.432964,12.932415,Flat
8.286347,19.686951,14.703176,12.395979,10.761003,10.249932,9.924189,9.747583,8.492367,20.396677,16.692661,18.078846,20.124031,20.409330,11.380488,8.162289,10.211145,17.763571,17.843559,13.479321,18.334223,19.792126,19.951849,19.844540,20.716137,14.153421,16.997900,15.407240,18.408340,19.271406,19.571621,19.162863,19.995474,15.543153,15.058813,14.702573,18.510334,21.168139,16.015375,13.042426,14.710696,16.629875,15.748798,13.907406,14.142827,13.107681,12.128834,13.037966,13.837902,11.567537,13.125028,12.960981,13.981284,10.827417,13.392964,8.359580,8.046291,9.165430,7.115216,6.881083,Flat
12.558443,17.858818,11.503654,10.497101,10.617059,10.163977,9.613060,9.434791,10.099971,18.509916,16.689207,19.191725,20.156630,20.083126,9.299640,8.301669,11.123117,17.184074,16.347395,17.768915,20.147524,21.512203,21.050777,22.024723,19.716646,13.812456,18.009840,15.631433,21.149593,19.174507,21.907677,20.082924,20.036564,18.855213,15.791307,15.803528,20.860975,20.190536,19.830683,20.463375,19.568033,18.025646,17.558662,12.461374,16.998930,20.097414,18.962440,13.007105,9.367043,11.136325,13.770947,13.166035,12.409167,11.928423,13.557755,13.486680,10.721875,11.190790,10.015401,11.548039,Flat
12.389963,17.972660,12.888791,10.264800,10.839108,8.878933,9.354822,2.387928,4.970554,15.434347,18.257523,14.825905,18.380625,13.416929,8.985794,10.774764,8.704624,15.301357,18.241533,13.598036,20.167807,18.715847,18.967722,12.643427,10.813823,13.681494,18.153503,14.904141,19.846474,20.898691,20.696568,18.393702,17.986858,17.795507,12.059707,15.102066,18.776533,20.356504,22.131382,19.901728,17.410664,18.822224,13.536881,12.741191,16.210291,19.327114,18.588470,12.481619,8.121002,10.092483,11.599354,13.960763,12.823557,9.067604,11.438029,12.571959,10.458778,10.083683,11.115452,10.374457,Flat
4.126255,19.167278,16.335110,11.391546,9.952770,7.497952,3.369509,0.000000,1.564152,18.275822,20.630655,14.488214,14.176371,10.640616,9.282768,9.455899,4.552886,13.492764,19.152658,16.118378,20.755009,19.719341,15.873514,9.883516,11.213252,12.841610,18.204304,14.100770,20.510906,21.212734,21.992809,18.530249,17.371180,12.479418,12.808504,15.023385,16.696159,22.382069,20.859503,18.963543,19.034670,21.177536,14.578481,11.926880,16.116684,17.478035,17.832886,12.404227,11.762724,17.236763,17.170324,15.040988,12.017131,11.400911,13.391130,12.575580,9.600430,9.113621,8.328603,12.504243,Flat
11.234291,18.615406,14.262416,8.329400,9.799473,10.169706,9.770044,9.669312,9.965455,19.013693,16.712687,14.405863,21.724318,18.902222,10.725839,9.143654,10.913419,16.162527,20.040821,13.448545,19.081129,20.464241,21.000370,19.171734,16.500393,11.729237,18.645159,15.590044,19.462898,18.318636,19.407444,20.300566,19.869942,18.202114,12.876013,14.584339,15.427984,19.835720,18.292110,18.699160,19.407675,18.615959,15.113922,13.366663,15.675847,16.497686,18.298141,15.055757,12.525667,9.054645,12.057405,13.610935,13.504204,10.160125,12.859717,11.963080,11.351343,10.520449,11.744961,7.874258,Flat
6.493281,19.681072,13.957371,9.140070,9.501164,6.671686,3.157659,0.000000,2.096410,19.803482,17.062956,15.476752,16.538654,9.853399,9.460443,9.572701,7.438408,14.538483,18.878277,15.762214,18.801105,20.152632,13.943139,9.639060,10.462516,10.814141,14.789671,16.540735,20.230778,20.545681,18.215958,20.425436,21.119637,12.588907,13.065985,13.739367,18.946758,20.773746,20.234005,18.283274,19.265297,19.333759,15.522166,12.648903,16.254677,17.051590,17.116692,12.216123,14.148731,17.522293,18.096024,13.558620,14.764475,11.710031,11.112476,11.942975,11.004490,9.769780,13.234268,13.251899,Flat
5.001656,19.344444,14.282957,10.969804,9.406857,6.670337,7.764966,7.283654,3.837595,20.352325,19.557100,16.115475,12.596386,10.252692,9.750345,10.137136,10.395982,17.588253,18.258654,16.014845,20.648367,19.967009,16.174438,12.290154,15.996857,11.878706,15.474377,17.301142,18.663664,20.323582,21.151430,19.493792,19.255707,19.429859,13.831427,14.607481,17.639597,20.021004,20.335485,19.117996,17.520901,20.631006,14.721481,13.110121,16.104240,19.236454,19.046576,14.613211,13.063253,10.982916,12.053879,11.827314,10.490038,12.421094,12.449730,10.597236,9.791220,10.349010,11.484057,7.425255,Flat
11.897835,18.431795,11.564190,9.317019,11.064557,10.738760,9.940212,11.168601,8.919644,19.258667,13.353655,19.792513,18.818964,16.357088,8.873661,8.877645,10.630582,18.836267,16.393627,18.386683,19.775789,19.997616,20.850500,19.048220,19.281981,13.669703,19.403751,15.962784,19.962357,20.606033,19.764633,20.926693,18.179581,18.093487,15.613106,14.102616,21.230831,20.224276,19.323868,20.866049,20.494516,17.541431,16.286617,12.050570,14.983934,19.355446,16.148504,11.204439,8.125065,9.073823,12.812626,11.625871,11.039189,10.728355,12.421850,12.936001,9.051410,8.593508,6.151606,6.510536,Flat
4.661683,19.340904,16.253073,8.836381,9.568394,6.428617,2.322879,0.000000,4.173138,14.900609,21.022755,13.903996,14.467627,9.661882,10.028660,8.459882,7.834560,9.405768,21.068283,14.414789,17.163523,18.360531,13.674866,7.006422,9.222380,10.564112,16.230404,15.576557,15.902090,19.538975,16.630144,16.826416,15.173532,11.294001,11.849173,16.465027,14.414909,15.821102,16.848637,15.925983,16.144285,15.478171,12.003323,15.043280,13.831903,14.568346,13.017015,9.980707,10.081900,11.189086,13.905199,11.565193,11.613575,9.178735,13.251799,10.890076,10.974842,9.995047,11.154221,11.154058,Flat
4.352972,17.254482,17.749363,9.419237,9.590150,6.085368,1.844764,0.000000,4.509680,15.529587,21.506485,13.323389,14.001851,9.486407,9.861529,8.378863,7.841915,9.962454,21.323849,14.896563,16.393026,18.920883,12.396007,6.861411,9.686216,10.567946,17.020905,15.548349,16.134041,20.015234,16.908041,16.222673,16.492430,11.635983,12.189580,17.412165,14.207170,15.895663,17.396797,16.522194,16.247280,15.584311,12.212524,13.961536,13.802986,14.842161,13.863031,10.920366,12.265628,13.942275,13.849668,11.341889,11.563876,7.964209,11.573930,11.961233,11.850708,9.972446,10.769345,11.262783,Flat
4.069771,17.839397,17.381372,9.117041,9.414043,6.078083,2.195094,0.000000,4.606124,16.250578,21.400251,13.497478,13.384048,9.473512,9.813916,8.404266,7.934446,9.838345,20.658661,14.351084,16.901339,19.391243,12.307325,6.775243,9.819451,10.393711,16.301161,14.904085,17.060617,19.831274,16.750237,16.340979,15.841075,11.429319,12.458788,16.680639,14.762562,16.361097,18.155354,17.449644,17.209284,15.445234,12.240129,14.972597,13.553642,15.505089,13.977118,11.493280,13.373114,14.569597,14.182491,11.644269,11.599556,8.434468,11.552709,11.652661,12.317017,10.112946,11.003433,11.068222,Flat
4.381881,17.604839,16.940132,9.597664,9.739113,5.893172,2.000612,0.000000,4.241737,16.173204,21.798372,13.855703,14.123244,9.474360,9.794100,8.390211,7.973742,9.945505,20.970350,14.438822,17.271551,18.981667,12.548732,6.764781,9.889911,11.020933,16.813332,15.008307,16.468567,19.680887,16.992353,16.791243,15.785339,11.481565,12.521523,16.396009,14.788462,16.550873,17.661211,16.855436,16.443426,15.240236,12.396209,15.232906,13.796532,16.233065,14.295200,11.889964,12.414061,13.852693,13.985518,12.243212,11.798046,8.985850,11.750258,12.416910,11.732451,10.260106,11.030636,11.782331,Flat
4.810191,17.400911,17.776070,9.816907,9.965371,5.650383,1.414213,0.000000,4.161729,16.586117,21.305965,13.863259,13.247063,9.415022,9.449512,9.491411,7.352721,10.064931,21.103756,14.133084,17.095884,18.332983,10.936056,7.509462,10.197243,11.298861,17.144131,15.543921,16.001190,19.715141,17.170856,16.929935,15.760172,11.801945,12.634783,16.477688,14.387315,16.602797,18.070885,16.869244,16.452047,14.499752,11.558528,15.459660,12.927620,16.313572,15.211884,11.538225,12.536064,13.814705,14.264343,12.333947,11.336647,8.506671,11.969918,12.753902,11.028064,10.204668,10.336876,11.301845,Flat
5.157099,13.683744,18.720003,8.729147,10.367846,8.223568,9.068663,6.311378,6.855724,11.209822,22.636438,12.779828,18.008253,16.509619,8.509609,9.869712,10.613688,9.387184,21.545422,13.197308,17.495815,19.099970,16.786915,17.176746,12.046332,11.714011,17.472775,17.144464,17.561733,19.006346,19.040222,16.354038,17.360067,13.493327,13.218618,15.427813,15.961542,16.413187,15.300453,13.004642,13.344109,13.378254,10.942662,13.716171,11.623342,9.436285,14.501202,15.375221,11.948514,9.194638,14.525599,5.782918,11.626694,12.548700,10.378416,7.154287,6.662742,8.253977,7.599243,4.932660,Flat
5.049706,13.941287,19.089729,8.464474,10.297699,7.953494,9.027345,6.304833,4.764574,11.440584,23.118599,12.542479,18.297516,15.889200,8.428952,10.070255,10.804276,9.084962,22.158472,13.307645,17.942690,19.831337,16.517254,16.329216,12.178179,11.730495,16.664621,16.957064,17.322119,18.172115,18.300941,16.047298,17.585238,13.864532,12.811829,14.497713,15.398447,16.478712,15.258583,11.929173,13.648088,12.867857,10.337698,13.007195,11.649956,9.363091,13.854826,15.263370,11.620883,10.315327,14.549772,5.669697,11.379380,12.779778,10.528131,8.915516,9.146864,9.568114,7.889695,5.069422,Flat
10.723557,18.846594,14.890867,8.354966,10.807825,7.428730,7.427709,4.855482,6.483125,20.036819,17.618822,14.834199,18.719654,11.237046,9.390944,10.194397,10.517582,16.899708,19.118023,14.830059,18.162794,18.438446,18.227690,12.025784,12.165074,12.087290,18.724480,16.907597,19.427452,18.882130,21.334349,19.212799,17.226002,18.140678,12.796879,15.119858,21.394529,19.590187,20.420879,20.179827,16.481930,17.861603,15.796571,13.473642,17.051300,18.470947,15.444115,14.137684,11.031167,10.090715,10.255787,14.202600,10.367746,9.922216,14.560590,13.513862,13.615568,11.804367,8.813223,9.768064,Flat
5.050147,14.038346,19.632114,8.161557,10.276349,8.154387,9.292805,6.907306,5.350360,11.384801,23.622545,13.677910,17.965971,16.293634,8.591541,10.305566,10.978463,9.518957,22.523451,13.415019,18.852381,19.617292,15.512400,16.647152,12.330115,11.542298,17.424253,16.461622,18.324747,18.990467,18.544250,16.407974,17.463835,13.825558,12.920112,14.559565,15.285176,16.931196,14.676587,12.615286,13.252285,13.510654,11.074642,13.085205,11.592547,9.655909,14.403062,15.107304,11.621329,9.864429,13.514167,5.505539,11.557792,12.799000,10.739828,7.967570,7.331626,8.871511,6.684118,4.957174,Flat
