Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12,Bin 13,Bin 14,Bin 15,Bin 16,Bin 17,Bin 18,Bin 19,Bin 20,Bin 21,Bin 22,Bin 23,Bin 24,Bin 25,Bin 26,Bin 27,Bin 28,Bin 29,Bin 30,Bin 31,Bin 32,Bin 33,Bin 34,Bin 35,Bin 36,Bin 37,Bin 38,Bin 39,Bin 40,Bin 41,Bin 42,Bin 43,Bin 44,Bin 45,Bin 46,Bin 47,Bin 48,Bin 49,Bin 50,Bin 51,Bin 52,Bin 53,Bin 54,Bin 55,Bin 56,Bin 57,Bin 58,Bin 59,Bin 60,Label
8.689108,18.164410,13.136765,10.125964,10.034794,7.017860,7.669986,7.429352,3.402252,19.887781,14.622334,12.633536,15.190252,10.746735,10.583466,11.757777,9.598555,16.833563,18.225058,13.166987,19.586472,19.830853,17.302645,11.746519,11.618887,12.933737,17.466879,14.881081,19.832954,20.303675,21.945063,18.752304,20.400745,16.453304,14.296855,15.881269,18.351221,19.059586,20.349546,18.688286,18.955713,17.972410,14.872187,13.636283,15.736589,17.944271,18.092564,14.642735,12.079304,14.245693,13.644049,13.886848,12.294042,8.969019,11.285164,12.469224,12.693467,11.654383,10.847982,11.651859,flat.jpg
9.128448,18.591913,17.008760,9.590145,11.358247,8.463225,9.446119,6.590166,11.189495,19.113630,17.882206,13.045063,17.534214,14.234912,9.165565,9.982198,10.149285,17.888546,17.623653,14.840180,18.474474,17.799850,20.130112,17.242374,12.635611,12.689016,16.870537,14.253627,19.732113,19.771673,18.237476,16.718596,17.492369,15.507301,15.807636,14.300222,16.394428,18.355276,13.916509,14.184584,11.373081,17.057224,14.719612,11.937059,14.637519,14.343409,13.930199,12.587487,10.461695,8.872754,11.997794,12.669407,10.758505,9.769293,14.416467,8.713078,1.638403,5.750497,6.523496,7.429349,normal.jpg
